snp-dists 0.7.0	PG1	PG10	PG100	PG101	PG102	PG103	PG104	PG105	PG106	PG107	PG108	PG109	PG11	PG110	PG111	PG112	PG113	PG114	PG115	PG116	PG117	PG118	PG119	PG12	PG120	PG121	PG122	PG123	PG124	PG125	PG126	PG127	PG128	PG129	PG13	PG130	PG131	PG132	PG133	PG134	PG135	PG136	PG137	PG138	PG139	PG14	PG140	PG141	PG142	PG143	PG144	PG145	PG146	PG147	PG148	PG149	PG15	PG150	PG151	PG152	PG153	PG154	PG155	PG156	PG157	PG158	PG159	PG16	PG160	PG161	PG162	PG163	PG164	PG165	PG166	PG167	PG168	PG169	PG17	PG170	PG171	PG172	PG173	PG174	PG175	PG176	PG177	PG178	PG179	PG18	PG180	PG181	PG182	PG183	PG184	PG185	PG186	PG187	PG188	PG189	PG19	PG190	PG191	PG192	PG193	PG194	PG195	PG196	PG197	PG198	PG199	PG2	PG20	PG200	PG201	PG202	PG203	PG204	PG205	PG206	PG207	PG208	PG209	PG21	PG210	PG211	PG212	PG213	PG214	PG215	PG216	PG217	PG218	PG219	PG22	PG220	PG221	PG222	PG223	PG224	PG225	PG226	PG227	PG228	PG229	PG23	PG230	PG231	PG232	PG233	PG234	PG235	PG236	PG237	PG238	PG239	PG24	PG240	PG241	PG242	PG243	PG244	PG245	PG246	PG247	PG248	PG249	PG25	PG250	PG251	PG252	PG253	PG254	PG255	PG256	PG257	PG258	PG259	PG26	PG260	PG261	PG262	PG263	PG264	PG265	PG266	PG267	PG268	PG269	PG27	PG270	PG271	PG272	PG273	PG274	PG275	PG276	PG277	PG278	PG279	PG28	PG280	PG281	PG282	PG283	PG284	PG285	PG286	PG287	PG288	PG289	PG29	PG290	PG291	PG292	PG293	PG294	PG295	PG296	PG297	PG298	PG299	PG3	PG30	PG300	PG301	PG302	PG303	PG304	PG305	PG306	PG307	PG308	PG309	PG31	PG310	PG311	PG312	PG313	PG314	PG315	PG316	PG317	PG318	PG319	PG32	PG320	PG321	PG322	PG323	PG324	PG325	PG326	PG327	PG328	PG329	PG33	PG330	PG331	PG332	PG333	PG334	PG335	PG336	PG337	PG338	PG339	PG34	PG340	PG341	PG342	PG343	PG344	PG345	PG346	PG347	PG348	PG349	PG35	PG350	PG36	PG37	PG38	PG39	PG4	PG40	PG41	PG42	PG43	PG44	PG45	PG46	PG47	PG48	PG49	PG5	PG50	PG51	PG52	PG53	PG54	PG55	PG56	PG57	PG58	PG59	PG6	PG60	PG61	PG62	PG63	PG64	PG65	PG66	PG67	PG68	PG69	PG7	PG70	PG71	PG72	PG73	PG74	PG75	PG76	PG77	PG78	PG79	PG8	PG80	PG81	PG82	PG83	PG84	PG85	PG86	PG87	PG88	PG89	PG9	PG90	PG91	PG92	PG93	PG94	PG95	PG96	PG97	PG98	PG99	Reference
PG256	14333	15190	15438	14854	15152	15480	15231	15748	15422	14890	15738	14554	15398	15485	13876	15645	13859	14607	14445	14594	15430	14370	15614	15524	15672	14958	14315	15752	15449	14764	14435	15681	15148	15239	14575	13894	15550	15365	15499	14877	14839	14629	14453	14860	15357	14626	14374	14967	15651	15428	15401	14880	13897	15382	14694	14918	14012	15154	14940	14870	14468	14994	14461	15714	15732	15381	15254	14066	9695	15609	13896	14571	14864	13879	15289	15739	15211	14891	15380	14866	15674	15240	14330	14576	14563	14607	15418	15150	14788	15723	15252	15387	14469	15244	15259	14514	15450	14438	15610	14348	15450	15722	15474	15424	14964	14856	15375	15145	13930	13830	13875	14285	15639	13901	15430	15453	15346	14497	14462	14818	15614	14869	15015	14848	15728	14230	15423	15609	14200	15444	15441	14827	14423	14864	14877	15456	15039	14866	14884	14696	15426	15465	14907	15500	15550	14752	14935	14463	14485	15443	10924	13904	14402	13875	14082	13874	14822	15728	15361	14950	14868	14859	222	15022	14533	15493	14935	14368	14454	14535	13875	14871	14440	15361	0	14451	15358	13938	14510	15467	14627	15545	14434	14660	14616	15461	14836	15455	14868	14646	15716	15751	15479	14873	15523	14440	15011	14639	13914	15748	14698	14482	14819	15754	15418	15246	15405	14652	15439	14464	14113	14429	14866	15424	14561	14844	14863	14344	15534	14860	14903	15654	14616	14451	14081	15545	14840	15456	14377	14878	15030	14869	14389	14863	14247	14858	15622	15458	14880	14859	15602	15466	14888	14790	14994	14455	14442	15268	14846	14549	15495	14902	14454	14367	14543	14461	15502	15415	14429	14901	14464	14482	15468	14847	14451	15050	14548	14869	14839	15034	14460	15452	14890	14229	15452	14878	14517	15343	14219	14847	15502	15008	14890	15368	14942	15011	14427	14936	14357	14885	14892	14436	10947	14841	15325	15384	15453	14451	15487	14465	15035	15003	13894	15440	15012	15370	14350	13869	15434	14459	15353	14477	15366	14309	14450	15625	14818	13896	15236	14444	15502	14499	15800	15553	15033	14983	15395	15908	13847	15660	15370	13921	14233	15790	14827	15408	14427	14497	15424	15327	14804	15599	13886	15507	15361	14822	13878	14885	15334	15247	15750
PG257	14329	14986	13894	15067	14257	14900	14954	15019	13901	15083	15016	13959	14789	14840	13756	15243	13767	14387	550	14183	14903	14350	15624	14877	15903	15101	14304	15025	15083	14950	80	15310	14467	15126	14550	13793	14854	15509	15309	15080	13921	14417	44	13916	15500	14598	14408	14613	15875	15704	13867	15039	13802	15302	14829	14404	14021	14886	14480	15084	110	14584	73	15010	15013	15310	14979	14223	13139	15233	13787	15075	15075	13753	14697	15009	15080	15089	15085	15075	15896	15027	14118	14405	15262	14401	13881	14873	14196	15021	14641	15329	13906	14970	14960	193	13907	45	15218	14331	13894	14998	15265	13903	14680	15053	15490	14562	14130	14239	13758	14291	15861	13781	13910	13921	15486	13914	95	13901	15843	14451	14578	15042	15015	7321	13883	15221	7330	13894	13889	13907	550	15093	15083	15008	14801	13912	15096	15173	13901	15001	15106	14967	14974	13882	15079	134	116	13914	14978	13793	14781	13766	14247	13748	13890	15028	15498	14958	15064	5762	14521	14537	197	15276	14514	13968	29	13962	13781	13935	10	14890	14451	0	15493	14289	14301	13919	14597	15042	84	14506	14409	13920	13940	13917	15068	14621	15011	15023	13937	15075	14962	50	14567	15073	13812	15019	14631	566	14428	15667	13921	14967	13886	14379	13908	115	14264	85	13934	13871	13963	13934	15079	13977	15295	13930	15099	15261	14848	119	14279	15303	13952	13906	8156	15083	14839	13947	14021	15055	14568	15054	15226	13911	13938	15039	15056	15186	15101	14869	14115	547	53	14639	15017	13969	14926	15116	556	14395	13948	101	15309	14829	17	15055	86	546	14924	15070	99	15064	14816	13926	15028	14145	100	14927	13944	7322	14819	15083	13933	14844	7313	14860	15274	15074	15086	15519	14998	14581	35	14328	14338	13926	15099	554	14996	13892	15455	10047	14946	42	15281	94	15222	15079	13761	13919	14082	15017	8177	13776	13909	38	15279	79	15517	14312	40	15239	13891	13763	14963	545	15272	178	15852	14974	14593	14589	15262	14970	13756	15245	15522	13805	14536	15848	13904	15535	49	14037	13898	14893	13889	15267	13768	14863	15492	14738	13764	15093	15486	14967	15026
PG258	15308	15289	15804	16542	16218	16413	15357	15381	15789	16539	15365	15324	16366	15863	15060	16161	15081	15107	15575	9645	16443	15080	15205	16486	16599	16588	15278	15372	15390	16453	15475	16461	15511	15290	14920	15088	16545	84	15526	16571	16126	15129	15500	16144	64	14980	15332	16912	16556	15189	15785	16547	15090	15541	15726	16463	15431	15408	14782	16539	15503	12984	15505	15298	15376	15548	15377	15188	15802	16150	15076	15224	16552	15056	15631	15364	15299	16566	15641	16535	16578	15320	15424	15095	15559	15114	15769	15482	8866	15380	15988	15560	16199	15366	15392	15504	15800	15476	16149	15081	15803	15343	15491	15791	16921	16517	82	15840	15504	15164	15070	15169	16525	15047	15772	15786	66	15254	15492	16134	16546	13575	12973	16549	15379	16047	15788	16148	16038	15768	15792	16129	15560	16547	16542	15668	15579	16192	16582	15320	15792	13953	16563	15575	15804	16097	16604	15500	15530	15797	16809	15066	15319	15053	15282	15056	16154	15375	10	16384	16566	16428	15320	13611	15575	15512	7020	15400	15494	15324	15074	16158	15490	14813	15358	15493	0	15427	15511	15819	15601	17319	15439	15417	15120	15799	16169	15797	16551	15633	15370	15373	15821	16557	16504	15484	12953	15237	15093	15372	15248	15607	15839	16380	15805	15371	15778	15110	15796	15499	15305	15456	16175	15776	15341	16160	16558	15372	16156	16155	16582	16185	1091	15490	15284	16123	16135	15800	15577	16542	15865	16175	15426	16551	15208	16549	16146	15803	16202	16563	14145	16220	16588	15522	15527	15573	15481	15646	16552	15309	16486	16574	15584	15325	15284	15483	15539	16353	15470	16587	15515	15600	16465	16556	15478	15519	15305	16165	16536	15549	15490	16457	16233	16057	16100	16574	15281	13619	16036	15319	16088	15457	16536	78	6268	12987	15484	15328	15297	16198	16566	15566	16835	16140	73	16065	16459	15503	15513	15492	13068	15448	15095	15807	15535	14967	15522	15060	15793	15497	16561	15525	76	15273	15481	16155	16131	15033	15370	15585	16234	15528	16638	15816	13327	13115	15883	15429	15045	16170	67	16077	15184	16661	16125	16136	15483	15155	15769	15649	16117	16538	15078	17374	76	15524	15062	16585	74	15374	15386
PG259	13666	14302	14850	15508	15176	14933	14319	15375	14831	15539	15341	14327	14827	14566	13882	15023	13859	14153	14421	14542	14967	13333	14579	14842	14844	15588	13617	15375	14690	15519	14287	15349	10072	14956	14260	13897	15234	15467	14691	15540	14985	14157	14283	14986	15447	14282	13721	14967	14801	14666	14821	15513	13906	14691	3350	15579	2834	14238	14307	15541	14317	14457	14295	15355	15355	14694	14333	2820	13943	15006	13922	14212	15520	13886	14380	15354	14418	15532	14686	15520	14812	14360	14160	14142	14768	14157	14825	11288	14652	15320	9585	14699	15024	14362	14328	14289	14856	14279	15010	13331	14847	15347	14657	14855	15133	15501	15474	15063	2526	1567	13894	13684	14777	13904	14855	14870	15434	14303	14287	14961	14757	14437	14450	15497	15356	14359	14845	15001	14340	14836	14842	14957	14396	15520	15527	14584	12688	15022	15537	14324	14850	15050	15547	11566	14854	14938	15582	14308	14342	14865	14305	13895	14119	13889	3679	13874	14974	15359	15445	15499	15535	14515	14030	14546	14303	14674	14559	14243	14306	14333	13904	15026	14283	14637	13938	14289	15427	0	14364	14872	14090	15418	14267	13732	14156	14865	14977	14851	15516	14106	15347	15378	14876	15534	15052	14271	14473	14223	13937	15356	14038	14443	14655	14647	14852	14349	14833	14136	14834	14324	3688	14254	15023	14802	14354	14981	15543	14193	14910	14977	15553	15040	14771	14278	3687	14944	14991	14843	14209	15547	11509	14992	14230	15518	13547	15520	14989	14869	15030	15520	15095	15036	15568	13846	10203	14412	14296	10341	15493	14351	15031	15563	14425	13713	14327	14277	14687	14118	14288	15577	14316	14438	15009	15508	14297	14585	14045	15002	15499	10254	14294	14992	15048	14351	15484	15537	14292	14559	14344	14265	14892	14497	15540	15474	14942	14467	14285	13750	13669	15014	15541	14404	14311	14974	15411	14843	15028	14306	14666	14297	14927	14514	13916	14875	10215	14385	14166	13887	14861	14270	14860	14303	15477	13630	14255	15011	14947	13884	14350	14424	15279	14286	15159	14859	14625	14388	15082	14743	13860	15031	15470	14517	13532	15124	14959	14939	14249	9158	14843	14462	14945	15222	13881	15627	15455	11221	13888	15533	15442	14345	15377
PG26	14193	15210	14925	15214	14985	15313	15205	15017	14896	15232	14999	1981	15346	15032	14279	15078	14263	14308	14387	14806	15325	14295	15294	15408	15114	15277	14142	15017	15415	15128	14281	15240	14766	15048	13907	14289	15484	15514	15492	15222	14736	14326	14297	14738	15522	13932	14238	15406	15101	15312	14882	15189	14279	14984	14860	15095	14209	14581	14279	15220	14310	14899	14313	14956	15006	15003	15205	14426	14434	15075	14279	14508	15208	14280	15107	15002	15183	15221	14583	15216	15133	15250	638	14297	14391	14356	14874	15084	14707	14964	14757	14978	14971	15213	15224	14379	14884	14277	15064	14307	14894	14973	15442	14879	15518	15196	15531	15380	14364	14479	14259	14095	15094	14289	14879	14928	15505	1975	14282	14692	15041	14572	14924	15178	15005	14102	14886	15061	14091	14884	14891	14725	14381	15215	15215	15457	15133	14752	15225	14634	14906	15038	15231	15332	15162	14706	15268	14323	14340	14936	15481	14272	14510	14248	14404	14274	14717	15004	15510	15288	15204	14835	14489	14472	14381	15449	14789	991	14288	1988	14260	14778	14283	14985	14510	14301	15511	14364	0	14910	14398	15945	14276	14144	14308	14923	14737	14899	15214	14415	14991	15016	14936	15213	15407	14254	14918	14536	14290	15002	14230	14420	1512	15138	14852	15215	14837	14332	14899	14310	14423	14268	14783	14905	1992	14714	15233	1011	15070	14773	15230	15103	14851	14285	14431	15110	14771	14909	13946	15241	14900	14766	1000	15204	14965	15198	15090	14923	14773	15189	15244	15024	15216	14845	14739	14390	14279	14749	15170	1976	15381	15254	14405	14235	1979	14288	15485	15558	14286	15236	14315	14421	15371	15199	14263	15206	14456	14768	15184	14752	14298	15366	14766	14098	15338	15203	1992	14748	14079	14643	15063	15141	15233	15538	15113	14919	14268	14153	14197	14785	15231	14381	15504	14736	15475	15057	15375	14289	15450	14290	15141	15165	14306	14882	14723	14869	13935	14286	14913	14292	15674	14319	15541	14142	14280	15072	14705	14281	15211	14394	15147	14356	15636	15184	14344	14680	15249	14549	14246	15105	15543	13908	14975	15646	14732	15264	14252	14658	14896	15220	14694	15706	14271	15601	15504	15009	14260	15213	15523	15205	15013
PG260	14637	14290	43	15974	15770	15679	14396	16240	47	15992	16241	14893	15545	15985	14776	16391	14766	14965	13917	15676	15638	14316	15768	15860	6514	16076	14607	16259	14477	15931	13904	15438	15010	15967	15852	14786	15833	15860	14917	15991	15746	14983	13915	15774	15842	15867	14606	16245	6476	15735	47	15995	14806	15470	15473	15772	14977	15426	14859	15989	13944	15880	13936	16229	16235	15480	14407	14944	15454	16372	14798	15018	15978	14764	14539	16221	14571	15988	15601	15988	6485	14280	14856	14952	15541	14983	47	15483	15589	16216	15455	15466	15345	14424	14422	13920	44	13898	16253	14292	43	16221	14886	49	16247	15970	15857	15408	14932	14854	14773	14647	6468	14794	49	48	15822	14836	13924	15744	6461	15684	15884	15947	16218	14867	45	16363	14829	47	43	15721	13905	15986	15974	14671	15619	15806	15998	15124	53	16214	16010	15532	16211	15711	16049	13954	13971	43	16480	14784	14766	14758	14731	14771	15753	16243	15841	15933	16003	15368	15436	15768	13944	14877	15442	14462	13924	14887	14772	15783	13921	15594	15467	13919	15819	14872	14910	0	15485	16821	13906	15611	14980	40	15759	16	15986	15509	16219	16253	17	15983	15733	13906	15891	15041	14816	16229	15286	13947	14891	7042	47	14417	50	14972	44	13942	14757	13905	15769	45	14900	15750	15991	14432	15539	15765	16001	16333	15160	13912	14723	15546	15757	43	14424	15981	15830	15761	14491	15979	15311	15987	16382	48	15792	15963	16306	15327	16101	14723	14929	13911	13913	15229	15949	14880	15734	16024	13923	14682	14874	13920	14922	16222	13926	16028	13938	13944	15683	15957	13924	14782	14720	15773	15961	14966	13921	15681	15807	14860	16222	15997	14841	15697	14837	15110	15502	14703	15991	15860	15535	15895	13898	14977	14664	15781	15992	13908	16483	15733	15827	15594	15716	13941	14893	13939	16101	14707	14811	48	14968	15392	14373	14781	39	13922	15589	13939	15859	14618	13924	16381	15729	14767	14411	13909	15413	13920	15757	16202	15651	15468	15775	15425	14763	16415	15858	15657	15297	15766	15729	15399	13921	14961	43	14590	15722	15887	14761	16788	15841	15705	14757	16008	15846	14415	16264
PG261	14509	15110	15458	15430	14854	15129	15153	15099	15438	15450	15084	14546	15130	15011	14457	15169	14424	14189	14559	14421	15150	14850	15379	15370	15345	15458	14477	15106	15320	15325	14579	15175	14669	14952	14248	14472	15287	15609	15387	15425	14840	14216	14586	14832	15619	14298	14531	14694	15318	15391	15428	15390	14479	15813	15031	15444	14374	14654	14272	15424	14597	15287	14604	15087	15077	15829	15164	14528	14929	15161	14492	14875	15431	14449	15143	15083	15129	15438	15100	15423	15331	15233	14327	14210	15027	14214	15447	15132	15047	15092	14732	15792	15077	15161	15168	14566	15476	14580	15143	14839	15463	15077	15354	15463	14668	15412	15627	15479	14567	14589	14474	14534	15311	14482	15438	15480	15590	14524	14581	14804	15294	14959	15283	15396	15082	14180	15453	15166	14157	15456	15460	14785	14537	15420	15432	15059	15033	14830	15449	15020	15455	15494	15442	15542	15151	14806	15462	14604	14606	15465	15540	14488	15029	14458	14588	14461	14795	15084	15602	15370	15402	14845	14614	14988	14599	15348	14441	14342	14600	14572	14458	14838	14600	15087	14627	14597	15601	14090	14398	15485	0	15399	14562	14573	14183	15490	14814	15463	15427	29	15067	15106	15491	15424	15227	14573	15308	14991	14504	15088	1562	14583	14798	15093	15434	15175	15410	14138	15449	14587	14608	14552	14833	15461	14553	14820	15433	14330	15110	14834	15450	15208	14913	14585	14570	15093	14826	15470	14477	15430	15029	14836	14356	15414	13854	15406	15172	15473	14870	15410	15549	15034	15445	15419	14064	14561	14572	14925	15387	14573	15206	15475	14569	14552	14549	14588	15399	14665	14573	15427	14604	14601	15183	15413	14583	15207	14829	14819	15393	14104	14582	15178	14861	14166	15080	15423	14475	14821	14163	15246	15091	15185	15430	15628	15320	15286	14588	14401	14507	14830	15445	14554	15548	14792	15581	15187	15155	14595	15369	14597	15323	15202	14476	15472	14070	14489	14429	14467	15463	14591	15390	14615	15631	14458	14581	15165	14794	14448	15173	14539	15023	14565	15858	15162	14839	14887	16065	10904	14450	15195	15631	14555	13843	15849	14793	15722	14584	14576	15452	15114	14805	15041	14482	15239	15589	14764	14450	15449	15615	15152	15104
PG262	15184	16416	16795	15864	15579	15969	16468	17465	16775	15888	17464	15665	15912	17211	15244	17345	15270	15924	15140	15763	15967	15310	16794	16230	16507	15905	15146	17488	16724	15849	15037	16466	16004	16027	15691	15279	16325	17339	16962	15877	15665	15950	15026	15680	17332	15733	15201	3725	16479	16779	16772	15828	15275	15832	15756	15884	14995	16341	16047	15865	15046	16221	15049	17413	17458	15845	16466	15245	15846	17334	15271	15957	15869	15254	16590	17454	16630	15887	16798	15855	16499	16500	15816	15898	16501	15915	16772	15629	16335	17442	16347	15856	15766	16463	16490	15140	16805	15022	17327	15282	16800	17445	16947	16800	3767	15831	17327	15984	15225	15412	15226	15114	16453	15268	16812	16832	17316	15617	15015	15673	16438	16075	16217	15833	17440	15688	16799	17323	15659	16798	16795	15667	15115	15880	15876	16570	15873	15716	15896	16062	16796	16801	15887	15899	17379	15601	15885	15066	15073	16806	16788	15259	15504	15235	15223	15245	15660	17448	17311	15784	15872	15787	15567	16221	15162	16964	15805	15745	15036	15651	15249	15699	15046	16728	15545	15042	17319	15418	15945	16821	15399	0	15023	16030	15939	16825	15658	16801	15859	15431	17439	17482	16831	15854	16073	15015	16217	16068	15279	17463	16249	15173	16191	16479	16783	16462	16767	15899	16793	15052	15229	14999	15696	16787	15672	15686	15874	15741	16269	15674	15886	17364	16714	15048	15196	16278	15663	16793	15076	15855	15718	15705	15788	15854	16264	15858	17319	16816	15669	15842	16875	16089	15838	15704	16311	15131	15033	16313	15834	15683	16035	15917	15160	15212	15650	15023	16966	16701	15021	15854	15046	15162	16033	15831	15029	16656	15519	15688	15846	16341	15045	16009	15732	15664	15889	15886	15625	16156	15643	16214	16231	16607	15854	17357	16948	16215	15039	15930	15183	15704	15874	15150	16814	15675	17300	15893	16005	15039	16960	15038	16596	16622	15250	16810	16314	15785	15036	15258	16798	15036	16312	15052	17352	15128	15013	17341	15673	15255	16461	15139	16426	15140	16809	17385	16244	16075	16071	16261	15250	17337	17352	14573	16255	16760	15660	16405	15006	15193	16792	16515	15659	16057	15250	4616	17336	16040	15236	15891	17313	16457	17472
PG263	14319	14970	13881	15039	14249	14878	14937	15025	13885	15058	15020	13929	14764	14826	13735	15220	13736	14369	563	14171	14879	14355	15594	14863	15896	15077	14295	15033	15076	14921	88	15291	14438	15099	14513	13770	14844	15460	15299	15054	13910	14395	80	13901	15443	14569	14397	14603	15871	15671	13859	15015	13771	15285	14810	14377	14003	14867	14460	15062	105	14576	80	15019	15013	15291	14962	14203	13102	15214	13763	15063	15052	13727	14690	15016	15064	15062	15063	15047	15894	15013	14090	14382	15255	14381	13868	14878	14188	15027	14608	15312	13918	14950	14945	190	13894	81	15198	14333	13880	15000	15249	13890	14665	15025	15438	14560	14114	14222	13734	14282	15858	13758	13898	13906	15433	13888	91	13885	15845	14432	14574	15019	15018	7305	13873	15195	7316	13879	13873	13890	557	15069	15060	14995	14796	13898	15070	15160	13891	14983	15081	14967	14966	13869	15055	129	112	13904	14947	13769	14765	13736	14238	13724	13876	15033	15443	14929	15040	5761	14516	14520	196	15260	14504	13941	93	13933	13754	13923	89	14861	14434	84	15439	14267	14276	13906	14562	15023	0	14480	14397	13906	13926	13909	15041	14580	15016	15026	13929	15053	14942	86	14558	15055	13785	15025	14593	571	14396	15664	13907	14948	13873	14372	13903	106	14254	83	13919	13857	13940	13922	15051	13948	15283	13919	15071	15235	14815	116	14264	15293	13935	13889	8156	15060	14844	13934	13992	15031	14566	15026	15201	13897	13925	15010	15043	15171	15077	14879	14089	555	89	14608	14988	13936	14912	15086	562	14391	13919	92	15298	14817	90	15029	94	552	14901	15045	99	15060	14811	13903	15002	14116	95	14908	13933	7310	14812	15059	13898	14815	7293	14837	15266	15072	15063	15456	14939	14566	79	14308	14324	13916	15070	560	14968	13875	15393	10050	14925	83	15261	49	15189	15072	13738	13906	14054	14989	8167	13752	13897	83	15269	87	15469	14303	76	15218	13879	13737	14950	552	15254	177	15836	14965	14574	14578	15253	14910	13732	15223	15464	13798	14531	15846	13897	15526	85	14012	13884	14885	13878	15266	13739	14854	15438	14732	13741	15068	15429	14950	15031
PG264	14224	14707	15603	15286	14755	13965	14873	14412	15585	15314	14403	14312	13746	13847	13513	13655	13499	13973	14421	14816	13927	14230	15060	13997	15122	15321	14176	14408	14897	15238	14492	14871	13888	14917	14613	13509	14289	15446	15079	15307	14480	13975	14500	14485	15450	14664	14334	15790	15079	15063	15589	15262	13546	15162	14127	15336	13477	14539	13928	15293	14532	15252	14530	14385	14405	15136	14891	13536	14499	13632	13539	14687	15295	13520	14596	14388	14814	15305	13813	15286	15097	14919	14192	13958	14596	13989	15566	13800	15062	14393	14202	15142	14583	14884	14891	14500	15597	14494	13633	14226	15593	14377	15054	15610	15737	15271	15454	14654	13441	13901	13508	14106	15076	13527	15593	15621	15424	14260	14471	14449	15040	15281	15252	15270	14392	13935	15596	13641	13919	15597	15580	14459	14408	15300	15284	14673	14162	14502	15311	14746	15614	15667	15318	14214	13877	14434	15310	14532	14542	15620	15001	13501	14264	13504	13648	13487	14476	14391	15427	15369	15293	14910	14643	15328	14497	15070	14336	14126	14522	14306	13510	14501	14490	14880	14660	14506	15417	13732	14144	15611	14573	16030	14480	0	13970	15625	14491	15589	15286	14624	14379	14411	15636	15300	13976	14485	15270	14721	13566	14402	14470	14453	14553	15151	15585	14889	15568	13976	15609	14497	13681	14452	14492	15619	14317	14486	15306	14127	14938	14497	15310	13659	14758	14494	13685	14955	14487	15603	14002	15305	13717	14502	14166	15296	14084	15283	13636	15608	14505	15269	15903	14877	15271	14846	13729	14442	14487	14134	15279	14306	13980	15329	14446	14290	14295	14484	15074	15159	14512	15301	14506	14462	13933	15270	14466	14569	14499	14506	15264	13763	14498	13951	14523	13924	15684	15303	14227	14368	13921	13536	14908	14514	15306	15457	13798	15268	14491	13822	14247	14481	15318	14404	15035	14473	15407	14328	13975	14513	15058	14512	14890	14527	13521	15597	13740	14388	13965	13505	15605	14503	14750	14526	15446	14182	14484	13646	14434	13512	14895	14433	14944	14470	15607	13884	15173	15034	15189	14968	13477	13672	15451	14686	14096	15578	14452	15174	14463	13443	15590	14675	14452	14096	13495	16044	15440	13522	13505	15315	15452	14879	14416
