snp-dists 0.7.0	CFKY01000001	CFNU01000001	CFVJ01000001	CGAL01000001	CGBO01000001	CGGD01000001	CGGJ01000001	CHCV01000001	CHDA01000001	CHJT01000001	CHJU01000001	CHYT01000001	CIDJ01000001	CIEZ01000001	CIFD01000001	CIJB01000001	CIJN01000001	CLIP01000001	CLKE01000001	CLMO01000001	CLMW01000001	CLND01000001	CLNJ01000001	CLNS01000001	CLNV01000001	CLOB01000001	CLOP01000001	CLQG01000001	CLQL01000001	CLRB01000001	CLSJ01000001	CLSM01000001	CLSR01000001	CLTR01000001	CLWS01000001	CLWZ01000001	CLXB01000001	CLXZ01000001	CLYE01000001	CLZG01000001	CLZW01000001	CMBG01000001	CMDD01000001	CMDL01000001	CMEW01000001	CMFA01000001	CNUJ02000001	CNUS02000001	CNVV02000001	CNVW02000001	CNVX02000001	CNVY02000001	CNXN02000001	CNXO02000001	CNXP02000001	CNXQ02000001	CNXR02000001	CNXS02000001	CNXT02000001	CNXU02000001	CNXV02000001	CNXW02000001	CNXX02000001	CNXY02000001	CNXZ02000001	CNYA02000001	CNYB02000001	CNYC02000001	CNYD02000001	COFK02000001	COFL02000001	COFM02000001	COFN02000001	COFO02000001	COFP02000001	COFQ02000001	CP035234	CP035235	CP035236	CP035237	CP035238	CP035239	CP035241	CP035242	CP035243	CP035244	CP035245	CP035246	CP035247	CP035248	CP035249	CP035250	CP035251	CP035252	CP035253	CP035254	CP035255	CP035256	CP035257	CP035258	CP035259	CP035260	CP035261	CP035262	CP035263	CP035264	CP035265	CP038251	CP038252	CP038253	CPLB01000001	CPNC01000001	CPNH01000001	CPNZ01000001	CPOL01000001	CPPA01000001	CPPE01000001	CPPK01000001	CPPS01000001	CPPY01000001	CPRA01000001	CPRF01000001	CPRJ01000001	CPRK01000001	CPRQ01000001	CPRX01000001	CPSC01000001	CPTA01000001	CPTM01000001	CPTT01000001	CPUH01000001	CPUO01000001	FITU01000001	FITV01000001	FITW01000001	FITZ01000001	FIUA01000001	FIUB01000001	FIUC01000001	FIUG01000001	FIUH01000001	FIUJ01000001	FIUK01000001	FIUL01000001	FIUN01000001	FIUQ01000001	FIUX01000001	FIVA01000001	FIVF01000001	FIVI01000001	FIVK01000001	FIVN01000001	FIWG01000001	FYON01000036	FYOS01000037	FYOV01000058	FYOX01000034	FYPD01000047	FYPF01000045	FYPI01000069	FYPJ01000054	FYPM01000037	FYPN01000071	FYPO01000064	FYPP01000050	FYPS01000035	FYPT01000038	FYPV01000110	FYPW01000051	FYPX01000039	FYPY01000040	FYPZ01000032	FYQC01000020	FYQF01000074	FYQH01000054	FYQI01000029	FYQP01000041	FYQX01000050	FYRC01000036	FYRD01000056	FYRG01000010	FYRQ01000047	FYRT01000027	NC_003028	NC_003098	NC_008533	NC_010380	NC_010582	NC_011072	NC_011900	NC_012466	NC_012467	NC_012468	NC_012469	NC_014251	NC_014494	NC_014498	NC_017591	NC_017592	NC_017593	NC_017769	NC_018594	NC_018630	NZ_CP018838	NZ_CP026670	NZ_CP027540	Reference	TVO_1901942	TVO_1901949
CPRK01000001	15121	14368	14518	14201	14554	14400	14338	13923	14876	14349	15141	4470	15403	14547	13653	14905	7676	14316	14571	19002	14562	14818	15584	17201	14790	16289	14844	15775	15425	16164	15666	16204	16247	15217	14578	14625	17448	15055	15060	14427	14805	16003	15226	16028	14729	19904	15761	15603	14175	14121	15153	14780	14960	14877	14511	14138	15132	16591	14466	14343	15676	14613	15168	14854	14715	15495	13696	13744	15069	14759	14105	15473	14528	14383	15649	14088	14128	14090	14896	16093	14662	15548	13549	14977	15223	14313	14150	14449	14487	15670	15658	15499	14426	14434	14592	14587	15997	15539	14500	14438	14437	13851	14827	15691	15554	13342	13372	14147	14969	14456	7531	14497	16072	15008	4514	14154	14638	14213	15723	14563	14995	15384	16360	0	13872	7228	15612	13873	14764	13728	14444	15231	15141	15176	14811	15193	15162	15300	15310	15163	15137	15143	15303	15112	15085	15188	15092	15338	15147	15559	15167	14870	14412	14160	14556	14539	13692	15256	15244	14676	14195	15721	14594	14868	14571	14255	15112	14561	14126	5364	14391	14985	14216	14824	13828	13988	15251	14689	13900	14518	14057	14439	14547	15556	14661	14626	19272	17184	14368	16338	15456	15018	14795	16074	15636	13761	15607	15756	14089	16188	16989	16518	14516	19190	16338	14625	15557	14094	13573
CPRQ01000001	15492	14222	15418	15096	15314	14500	15367	14325	15305	14441	15441	14213	15331	15094	14365	15271	14412	15605	14587	18472	15543	15349	15379	17412	15409	16735	15653	15601	14922	16495	16141	16506	16413	15068	14647	15084	17329	14743	14982	15103	14501	16416	14851	16439	14284	19990	16018	16082	14995	12596	15426	15808	15755	15206	15578	15209	15379	16397	15110	15107	15433	15007	15423	14633	15711	15627	14551	14678	15327	15778	14913	15117	15070	15151	15908	15150	15214	15179	15507	15837	15324	16103	14167	15397	15522	15316	12622	14728	14734	15981	15206	16043	14927	15099	15256	15239	15639	15615	15114	14222	14243	14799	15185	15462	15314	14962	14982	15179	15584	14954	14718	15193	16267	15414	14285	15202	15632	14502	16868	14222	15632	15448	17155	13872	0	14213	15549	14842	15331	14922	14227	16078	15102	15120	15018	15194	15105	15222	15222	15092	15102	15088	15223	15090	15175	15113	15066	15237	15095	15058	15130	15049	15235	15132	15292	14498	14508	15747	15711	15382	12647	15526	15516	14978	15062	15148	15171	14324	14874	14249	14946	15571	14853	14939	14654	15317	15703	15286	14452	15017	15355	15167	15297	16116	15331	15318	19072	16853	15467	16756	16207	15049	14353	15823	15369	14653	15773	15435	12596	16003	16553	16106	14363	19515	16756	15316	16116	12616	14190
CPRX01000001	14705	14682	13304	14251	14608	14984	14196	14030	14434	14927	14747	5442	15594	15153	13907	14460	5329	14337	14663	18759	15025	15249	15309	17631	15257	15928	15310	15729	14893	16740	16030	16763	15650	14950	14666	14395	17759	15368	15396	14689	15156	16380	15358	16403	15030	20054	15424	15295	13889	14095	14677	14617	14589	14440	14666	14586	14633	16960	14443	14019	16179	14319	15583	14335	14557	16109	13291	13371	14578	14613	14627	15367	15181	14045	15388	14465	14501	14462	15052	16405	14347	15278	13381	14592	14766	14735	14132	14985	15013	16009	15236	15208	14140	14093	14572	14559	15517	15356	15137	14736	14714	13554	14694	15427	15593	13789	13714	14584	14924	15169	6098	13518	16287	14534	5464	14221	14897	14355	15253	14716	15193	14868	16692	7228	14213	0	15867	14233	14424	13930	14364	14859	15444	15487	15246	15518	15470	15584	15597	15463	15428	15442	15592	15423	15514	15483	15421	15628	15462	15446	15502	15288	14405	14588	13852	14598	13375	15338	15326	14050	14181	15462	14962	14772	14304	14158	14765	14790	14522	5796	13976	14682	14676	14753	13484	13976	15333	14400	14590	14253	14036	14925	13874	15287	14344	14316	19048	17064	14324	16012	15044	15191	14665	16390	16145	13387	15871	15423	14086	16223	17241	16785	14934	19706	16012	14305	15287	14090	13431
CPSC01000001	14768	14800	14746	15028	15569	15865	13895	14878	14743	15791	14787	15889	12981	14776	14197	13274	15725	15471	15087	18651	14933	13746	15001	14753	13588	16504	14962	15332	15975	14187	16773	14174	16319	16155	15118	16190	17788	15562	15876	15347	15274	17090	15168	17144	14910	20076	15542	16148	15217	15720	15910	14374	14306	15142	15618	14865	15904	17498	14215	15252	16179	15163	15903	15811	14251	16482	15468	15511	15807	14322	14696	6035	15052	15310	15812	14426	14494	14450	11294	16895	14340	14964	14868	14617	14965	14949	15759	15923	15939	16042	15408	14948	14623	14794	14272	14289	15873	15784	15054	14746	14757	15238	15714	5434	2223	14449	14611	14853	15336	14787	16114	14620	16620	14666	15923	14981	15238	14948	16027	14868	14870	14983	16750	15612	15549	15867	0	14716	13106	15565	14774	13723	15471	15452	15271	15596	15460	15583	15577	15463	15457	15431	15587	15427	15223	15510	15413	15589	15456	15638	15489	15299	14796	14859	14614	14717	15578	14353	14373	14796	15690	15790	15242	14397	15493	14503	14523	15039	15786	15911	14840	14389	15060	14343	15737	15683	14365	15075	15632	14605	15731	15278	14584	14977	14382	14329	19113	6467	15532	16518	15770	15508	14770	16896	16131	15577	16129	15502	15697	3155	17616	16686	15482	19500	16518	14330	14980	15651	14883
CPTA01000001	13159	13912	13475	4882	14344	15404	13860	14190	13062	15322	13200	14049	14868	13791	13775	13904	14252	14375	14353	18260	10280	14789	14705	16756	14782	8080	10295	15028	15212	15799	16149	15808	15351	14969	14362	14999	16885	14638	14666	14248	14514	16485	13883	16509	14519	19071	15071	9145	8217	14836	15231	14020	13848	7990	14660	14367	15200	15885	14553	8347	14123	8073	15744	14943	13925	15690	14597	14637	15146	14004	13849	14292	13792	8376	14167	14171	14242	14207	14514	16001	13817	14871	14202	13834	14353	14566	14862	15556	15574	14764	14985	14821	7942	8598	14650	14616	14770	14565	13816	13699	13683	14253	14886	14512	14497	13807	13792	14360	14001	13707	14228	13340	15893	12957	14080	4562	13520	14162	8528	13535	14199	13409	15573	13873	14842	14233	14716	0	12786	14239	14410	14408	14438	14452	14185	14605	14446	14569	14575	14467	14422	14418	14591	14401	14583	14471	14404	14605	14451	14400	14463	14218	14282	14424	13862	14011	14493	13785	13778	13966	14834	14727	14729	14115	8281	14464	12589	13909	15516	13877	7557	13750	13835	14111	14616	14448	13747	7871	14080	8135	14514	14060	13872	14886	13873	13792	19088	15096	14639	7939	8326	14393	14087	15982	14048	14595	15348	14732	14817	15198	16663	15951	14505	17643	7939	13788	14886	14821	14233
CPTM01000001	14951	14215	14803	12762	15314	16004	7076	14769	14671	15881	14913	15048	14155	14214	14361	2637	14835	15149	15117	18957	14145	13950	15231	15055	13904	15041	14302	15325	15317	14812	16504	14841	16247	15830	15125	15125	17760	15220	15275	15364	14825	16820	15360	16851	14974	20159	15425	14546	13430	15504	14065	15140	14092	13384	15402	15279	14040	16970	13949	13493	15659	13609	15449	15108	15124	16065	15034	15100	14000	15136	14690	12933	14351	13539	15767	14425	14438	14404	11559	16658	13829	15724	14653	14540	14541	15328	15511	16120	16150	16008	15416	15711	13329	13418	14096	14075	15912	15685	13885	14076	14066	14946	15576	13513	13124	14201	14174	15277	15891	14270	15174	14709	16343	14715	15054	13294	14787	14024	14998	13835	14620	15163	17231	14764	15331	14424	13106	12786	0	14125	14147	5972	15358	15368	15101	15365	15360	15417	15447	15371	15323	15331	15458	15331	15201	15376	15327	15447	15357	15794	15372	15132	14514	15214	14722	14501	15120	15236	15232	14939	15481	15629	15690	14991	13575	13849	13914	14185	16024	15333	13247	14063	14954	14950	15278	14874	15176	13635	15493	13471	14936	15162	14695	15740	13865	13806	19680	14665	15171	15096	14930	15202	15326	16621	15602	15131	16023	15518	15448	13949	17352	16860	15045	18656	15096	13777	15742	15454	14682
CPTT01000001	15022	13888	14904	14599	13784	14965	13244	13973	15002	14900	14975	14077	15765	15241	14582	13728	14198	14722	14201	18974	15432	15621	15599	17269	15477	16343	15337	15561	15476	16413	16082	16418	15813	15090	14204	14852	16643	14713	14610	14490	14107	16406	15204	16446	14183	19703	15274	15508	14372	14651	12415	15049	15042	14461	15130	13772	12374	17585	15153	14476	16728	14434	15583	15059	14957	15925	14690	14811	12304	15034	15165	14966	15022	14544	15882	14130	14113	14099	15417	16957	14291	15798	14561	14545	14821	14058	14651	15356	15364	15511	15030	15745	14230	14263	15248	15262	15366	15228	15003	14088	14097	14318	15276	15467	15380	14522	14587	13764	15549	14978	14389	14817	15834	15007	14118	14615	15008	13487	16393	13885	15248	15371	16884	13728	14922	13930	15565	14239	14125	0	13695	14416	15716	15718	15491	15775	15714	15873	15901	15718	15701	15686	15915	15679	15667	15751	15729	15910	15709	15741	15735	15531	15117	13748	14817	14637	14808	15715	15739	14830	14613	15272	14112	15076	14527	15125	14534	14187	15471	14135	14174	15054	15267	15075	14953	15350	15702	14439	14083	14248	15417	15477	14838	15813	14268	14282	19129	17164	14785	16501	15443	15818	15204	16926	16692	14781	15839	14959	14632	15898	17909	15999	15091	19589	16501	14265	15814	14616	14579
CPUH01000001	14104	7532	14272	14576	14417	14922	14165	11354	14043	14916	13923	14750	15202	14740	13736	14285	14453	14923	14246	18029	15048	15283	14946	16849	15034	15786	15050	14724	14361	16044	15090	16068	15374	14332	14309	14477	17071	14337	14475	14176	13427	15411	14733	15468	13667	19194	14235	14828	13995	14047	14189	14948	14352	14304	15218	14156	14168	16333	14049	14072	15466	13877	14506	13849	14874	15236	14185	14229	14116	14924	14364	14582	14861	14136	15083	14304	14355	14300	14667	15839	14356	15379	13653	14373	14499	14273	14077	14998	15034	15228	14530	15306	14040	14165	14168	14148	14362	14239	14901	7600	7588	13487	14257	14396	14596	14125	14026	14191	14902	15017	14935	14151	15375	14107	14797	14796	14822	4063	16031	8295	14847	14447	16636	14444	14227	14364	14774	14410	14147	13695	0	14918	15027	15056	14904	15099	15051	15153	15154	15032	15015	15029	15150	15016	15015	15064	15052	15180	15001	14988	15033	14916	14445	14143	14507	13542	14238	15198	15176	14589	13979	14284	14536	14436	13771	14178	13845	8058	15101	14745	14141	14199	14438	14388	14353	13950	15168	14289	13635	14068	13998	14668	14508	15394	14346	14348	18406	16159	15038	15932	15014	15340	14734	15818	15384	14213	15547	14642	14025	15139	16720	15619	14718	19370	15932	14316	15395	14058	13658
CPUO01000001	15160	14956	14602	14216	15703	16204	7924	15318	15210	16072	15183	15288	14795	15136	14803	5233	15114	15667	15607	19659	15455	14573	15743	15402	14559	16114	15611	15908	15715	15108	16862	15110	16365	16436	15608	15135	18375	15613	15693	15535	15307	17174	15984	17228	15419	20854	15844	15705	14650	15622	15040	15139	14329	14608	15309	15515	15008	17651	14556	14721	16858	14704	16421	15534	15119	16312	15539	15589	14970	15174	14975	13566	15006	14774	16054	14731	14756	14736	11849	16991	14480	15400	14976	14643	14743	15550	15594	16125	16120	16058	15782	15384	14334	14415	14686	14651	16532	16277	14388	15014	15025	15254	15454	14405	13752	14674	14626	15495	15614	14997	15430	14515	16675	15016	15316	14725	15508	14638	16158	14992	15047	15415	17056	15231	16078	14859	13723	14408	5972	14416	14918	0	16315	16326	15929	16264	16301	16393	16413	16324	16275	16279	16426	16277	16261	16317	16273	16416	16286	16733	16359	15933	14762	15486	15189	15677	15634	15642	15637	15317	15588	16223	15899	15515	14718	14474	15171	15118	16075	15565	14388	14216	15167	15500	15767	15207	15596	14924	15904	14406	15237	15375	15159	15412	14535	14466	19953	15578	15432	16195	15242	16225	16031	16969	16790	15618	15774	15840	15570	14583	17850	17223	16143	19585	16195	14440	15414	15570	15004
FITU01000001	15519	14939	14891	14615	15115	16083	15844	15418	15296	15981	15411	15326	15224	15340	14512	15757	14836	15144	14732	19124	15224	15368	15354	17315	15298	16090	14921	15720	14914	16736	16867	16768	16532	15267	14758	15321	17334	15938	16044	15188	15369	17195	14903	17235	15131	20057	16026	15545	14498	15107	16575	15855	15991	14821	15334	15530	16540	17654	15638	14583	16293	14699	15978	14473	15798	15839	15305	15302	16484	15870	15365	15074	15318	14604	16201	15630	15716	15659	15313	17115	15103	16598	15522	15627	15387	15728	15143	16099	16148	14597	13844	16573	14486	14578	15759	15782	15891	15978	15278	14886	14878	15295	16118	15729	15425	14831	14885	15560	16157	15289	16087	14694	17006	15484	15345	14567	15705	15439	15938	15093	15548	15701	17330	15141	15102	15444	15471	14438	15358	15716	15027	16315	0	15	1089	562	47	461	459	10	36	45	455	36	884	30	37	456	54	212	195	1087	15066	15540	15568	15526	15307	15829	15834	15697	15079	15800	15931	15133	14607	15230	14406	15058	16165	15176	14425	16018	15293	15105	15481	15156	15804	14758	15391	14595	15229	15634	15548	16613	15133	15086	19494	16752	15422	16115	16110	2877	14145	17095	16284	15398	15529	13789	15089	16023	17939	16695	6708	19817	16115	15080	16614	15080	15548
FITV01000001	15544	14940	14924	14618	15134	16103	15844	15435	15306	16015	15436	15360	15208	15307	14532	15765	14866	15164	14763	19155	15217	15379	15358	17324	15316	16096	14913	15730	14918	16744	16893	16764	16511	15266	14785	15345	17368	15922	16047	15203	15415	17213	14914	17259	15157	20087	16012	15556	14500	15105	16586	15876	16008	14840	15338	15555	16545	17669	15656	14576	16303	14710	15965	14490	15808	15833	15326	15322	16488	15890	15390	15074	15305	14609	16233	15649	15731	15682	15339	17119	15117	16610	15538	15646	15415	15757	15139	16131	16178	14607	13851	16581	14497	14585	15777	15808	15866	15959	15266	14914	14898	15314	16130	15714	15420	14831	14892	15580	16162	15269	16106	14730	17021	15497	15377	14559	15719	15479	15937	15125	15564	15721	17359	15176	15120	15487	15452	14452	15368	15718	15056	16326	15	0	1088	561	51	468	458	14	38	46	457	34	894	35	38	452	55	218	197	1088	15079	15554	15572	15530	15316	15844	15840	15704	15074	15757	15955	15151	14624	15239	14404	15088	16194	15206	14437	16043	15308	15118	15491	15163	15820	14769	15402	14601	15239	15645	15552	16625	15145	15098	19484	16729	15438	16123	16087	2877	14144	17102	16294	15419	15536	13794	15080	16019	17947	16707	6705	19798	16123	15094	16626	15065	15574
FITW01000001	15249	14716	14684	14460	14964	15947	15426	15207	15011	15860	15150	15002	15149	15035	14639	15392	15105	14869	14589	18843	14736	15494	15111	17408	15282	15842	14540	15543	14994	16458	16748	16481	16415	15433	14608	15381	17409	15745	15850	14759	15181	17063	15019	17111	14937	19899	16024	15288	14234	15043	16426	15556	15905	14636	15070	15361	16385	17491	15575	14325	16140	14450	16099	14634	15487	15793	15395	15389	16324	15563	15439	14839	14959	14350	16255	15477	15567	15509	15013	16972	14946	16344	15358	15353	15379	15588	15083	15977	16023	14622	14048	16314	14233	14329	15704	15731	15876	15964	14913	14614	14604	15219	15919	15507	15204	14978	15040	15380	15909	14939	15889	14492	16993	15208	15018	14403	15425	15394	15617	14972	15605	15366	17128	14811	15018	15246	15271	14185	15101	15491	14904	15929	1089	1088	0	1608	1093	1421	1427	1086	1091	1101	1427	1085	1799	1090	1083	1425	1094	1259	1204	42	15104	15349	15493	15410	15395	15792	15795	15634	15010	15784	15775	15085	14362	15338	14194	14796	16039	14855	14169	15946	15451	15060	15569	14809	15771	14469	15222	14354	14887	15733	15491	16358	14977	14924	19599	16517	15143	15909	15774	3885	13875	16952	16123	15482	15739	13971	15034	15812	17776	16509	7597	19447	15909	14921	16358	15023	15382
FITZ01000001	15492	14925	14875	14738	15252	16131	15761	15388	15247	16031	15370	15270	15279	15427	14592	15789	14850	15131	14736	19201	15265	14948	15340	17382	14862	16220	14936	15730	14971	16798	16838	16821	16470	15284	14743	15355	17263	15905	15993	15098	15317	17171	14944	17211	15013	19922	15936	15572	14557	15097	16629	15871	16028	14840	15283	15568	16597	17735	15618	14633	16475	14728	15900	14457	15793	15805	15318	15326	16533	15878	15431	15197	15421	14670	16233	15668	15753	15706	15257	17174	15101	16698	15539	15684	15429	15771	15137	16165	16202	14680	13881	16673	14514	14604	15735	15772	15806	15903	15375	14866	14854	15303	16149	15816	15544	14905	14974	15601	16255	15376	16132	14677	16936	15422	15273	14700	15698	15532	16081	15104	15531	15669	17419	15193	15194	15518	15596	14605	15365	15775	15099	16264	562	561	1608	0	566	980	980	561	548	568	982	559	1389	560	565	981	574	748	710	1612	15011	15564	15602	15467	15337	15797	15797	15739	15070	15705	15949	15126	14639	15325	14551	15038	16223	15094	14448	16058	15364	15105	15507	15145	15779	14789	15437	14616	15219	15704	15602	16712	15128	15090	19410	16816	15384	16257	16112	3368	14163	17163	16451	15420	15478	13827	15082	16126	18038	16752	6751	19966	16257	15091	16714	15079	15563
FIUA01000001	15528	14955	14893	14604	15128	16098	15820	15433	15300	16007	15416	15341	15200	15334	14508	15749	14876	15153	14754	19124	15217	15345	15367	17320	15276	16071	14917	15740	14906	16744	16873	16769	16512	15269	14780	15317	17381	15950	16058	15205	15418	17200	14903	17241	15155	20077	16026	15538	14489	15104	16584	15873	15994	14822	15329	15555	16544	17648	15668	14573	16287	14703	15963	14475	15802	15847	15307	15303	16490	15877	15372	15065	15300	14601	16259	15653	15736	15676	15305	17102	15100	16626	15538	15630	15381	15745	15143	16127	16165	14628	13867	16600	14477	14563	15791	15818	15865	15957	15271	14895	14885	15319	16140	15718	15412	14831	14890	15581	16180	15279	16100	14708	17010	15498	15364	14555	15727	15451	15940	15110	15554	15718	17365	15162	15105	15470	15460	14446	15360	15714	15051	16301	47	51	1093	566	0	469	468	48	53	41	466	45	897	51	46	461	48	209	202	1092	15088	15564	15559	15531	15312	15860	15865	15697	15069	15763	15949	15168	14605	15237	14414	15069	16180	15190	14418	16016	15299	15133	15491	15170	15841	14757	15399	14585	15243	15641	15541	16640	15131	15091	19496	16726	15425	16094	16090	2857	14167	17084	16282	15395	15543	13807	15086	16005	17929	16705	6671	19816	16094	15082	16641	15081	15565
FIUB01000001	15620	15041	14955	14754	15203	16154	15890	15532	15386	16054	15506	15437	15329	15492	14699	15806	15077	14913	14800	19124	15318	15416	15516	17377	15357	16062	15001	15842	15023	16755	17056	16779	16648	15356	14817	15369	17471	15944	16055	15418	15472	17388	15132	17431	15231	20165	16147	15696	14596	15225	16675	15958	16098	14915	15052	15680	16638	17664	15728	14674	16254	14865	16144	14643	15863	15925	15354	15354	16581	15933	15460	15120	15472	14698	16339	15755	15839	15780	15370	17105	15162	16637	15591	15726	15478	15848	15260	16173	16211	14678	13889	16610	14560	14652	15850	15868	15996	16092	15427	14989	14975	15352	16219	15864	15535	14999	15057	15696	16250	15451	16238	14794	17165	15548	15461	14707	15780	15551	15987	15209	15685	15773	17449	15300	15222	15584	15583	14569	15417	15873	15153	16393	461	468	1421	980	469	0	19	461	464	469	20	457	1041	461	450	20	473	635	549	1422	15143	15680	15704	15607	15364	15886	15888	15849	15201	15907	16068	15250	14764	15409	14578	15160	16235	15270	14495	16115	15394	15223	15536	15176	15860	14898	15442	14671	15251	15733	15691	16651	15194	15152	19551	16692	15204	16090	16177	3273	14230	17079	16225	15438	15564	13843	15200	16128	17945	16824	6915	19801	16090	15144	16652	15198	15617
FIUC01000001	15604	15040	14979	14780	15224	16159	15924	15521	15385	16074	15487	15447	15361	15488	14693	15836	15073	14899	14798	19143	15312	15463	15523	17391	15391	16078	15000	15826	15038	16749	17038	16766	16678	15379	14817	15375	17464	15944	16038	15391	15476	17366	15122	17408	15228	20168	16142	15690	14586	15237	16676	15960	16090	14901	15046	15671	16640	17679	15737	14664	16277	14858	16180	14658	15861	15903	15351	15346	16586	15937	15473	15127	15482	14694	16354	15746	15828	15774	15416	17139	15165	16699	15591	15703	15456	15841	15277	16188	16226	14695	13902	16674	14558	14645	15861	15884	16007	16096	15415	14988	14971	15344	16208	15899	15545	14994	15060	15687	16271	15451	16256	14825	17170	15557	15473	14727	15795	15569	16008	15211	15684	15765	17470	15310	15222	15597	15577	14575	15447	15901	15154	16413	459	458	1427	980	468	19	0	460	456	463	17	453	1033	459	453	19	472	633	550	1428	15157	15666	15700	15617	15360	15898	15896	15838	15213	15915	16061	15252	14756	15403	14585	15152	16252	15281	14487	16117	15392	15223	15531	15175	15876	14893	15456	14667	15251	15727	15685	16714	15197	15153	19529	16729	15209	16106	16190	3264	14213	17120	16262	15440	15571	13867	15221	16141	17983	16803	6914	19790	16106	15148	16715	15213	15622
FIUG01000001	15539	14938	14892	14642	15125	16096	15835	15421	15284	16007	15428	15345	15209	15350	14537	15756	14865	15171	14755	19136	15225	15375	15355	17319	15309	16111	14903	15739	14918	16765	16890	16791	16532	15274	14780	15324	17339	15943	16066	15219	15417	17216	14914	17259	15157	20066	16032	15559	14509	15114	16587	15887	16003	14837	15354	15567	16554	17659	15651	14588	16294	14719	15977	14485	15810	15818	15317	15314	16493	15891	15370	15064	15330	14617	16251	15662	15748	15693	15340	17116	15105	16623	15538	15643	15408	15767	15147	16126	16172	14626	13856	16597	14498	14588	15767	15801	15881	15969	15286	14885	14872	15303	16137	15733	15417	14844	14903	15593	16186	15299	16096	14707	17022	15478	15365	14590	15716	15457	15970	15110	15570	15729	17368	15163	15092	15463	15463	14467	15371	15718	15032	16324	10	14	1086	561	48	461	460	0	39	45	456	36	874	30	41	458	54	217	196	1088	15070	15572	15582	15529	15311	15853	15853	15712	15081	15791	15967	15172	14627	15248	14421	15055	16193	15191	14437	16028	15297	15141	15492	15155	15835	14776	15424	14605	15232	15637	15558	16637	15138	15093	19509	16737	15442	16136	16113	2879	14142	17092	16286	15401	15534	13795	15092	16011	17933	16714	6698	19831	16136	15085	16638	15077	15567
FIUH01000001	15503	14912	14879	14604	15070	16075	15804	15382	15285	15991	15388	15319	15202	15295	14493	15719	14821	15136	14721	19118	15186	15347	15310	17281	15267	16082	14879	15699	14890	16708	16854	16741	16513	15264	14753	15312	17326	15902	16019	15183	15371	17170	14879	17210	15122	20043	15983	15528	14475	15080	16551	15846	15983	14811	15298	15528	16519	17624	15623	14561	16284	14685	15952	14455	15781	15821	15275	15273	16460	15858	15354	15075	15294	14587	16188	15627	15704	15654	15316	17077	15067	16572	15509	15614	15375	15724	15123	16109	16145	14577	13822	16545	14473	14569	15745	15767	15863	15960	15263	14859	14847	15292	16101	15736	15422	14791	14855	15557	16133	15256	16063	14689	17010	15478	15327	14554	15678	15420	15931	15080	15526	15684	17324	15137	15102	15428	15457	14422	15323	15701	15015	16275	36	38	1091	548	53	464	456	39	0	47	459	44	869	37	38	462	59	217	196	1093	15048	15533	15551	15518	15277	15806	15804	15682	15061	15774	15934	15134	14593	15210	14378	15031	16167	15158	14408	16002	15279	15109	15455	15124	15784	14746	15369	14581	15204	15616	15536	16586	15099	15055	19464	16739	15398	16108	16097	2871	14111	17058	16262	15372	15507	13783	15061	16017	17913	16683	6675	19787	16108	15047	16587	15052	15536
